MolWt,LogP,TPSA,HDonors,HAcceptors,NumAromaticRings,NumRotatableBonds,SMILES,IOT
122.16699999999996,2.0090399999999997,"20,23",1,1,1,0,CC1=C(C(=CC=C1)O)C,"6,855"
122.16699999999997,2.00904,"20,23",1,1,1,0,CC1=CC(=C(C=C1)C)O,"6,81"
122.16699999999997,2.0090399999999997,"20,23",1,1,1,0,CC1=C(C=C(C=C1)O)C,"5,5"
122.16699999999997,2.0090399999999997,"20,23",1,1,1,0,CC1=CC(=CC(=C1)O)C,"5,03"
122.16699999999996,1.9545999999999997,"20,23",1,1,1,1,CCC1=CC=C(C=C1)O,"1,93"
122.16699999999996,1.9545999999999997,"20,23",1,1,1,1,CCC1=CC=C(C=C1)O,"2,845"
122.16699999999996,1.9545999999999997,"20,23",1,1,1,1,CCC1=CC=C(C=C1)O,"3,98"
122.16699999999996,1.9545999999999997,"20,23",1,1,1,1,CCC1=CC=C(C=C1)O,"7,315"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"8,4"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"12,7"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"20,8"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"22,4"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"25,3"
220.35599999999997,4.295620000000003,"20,23",1,1,1,0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"26,8"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"31,79"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"40,87"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"50,48"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"57,63"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"60,29"
340.50700000000006,5.900440000000007,"40,46",2,2,2,2,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,"70,72"
424.6690000000002,7.878600000000009,"40,46",2,2,2,2,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"10,86"
424.6690000000002,7.878600000000009,"40,46",2,2,2,2,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"15,77"
424.6690000000002,7.878600000000009,"40,46",2,2,2,2,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"26,8"
424.6690000000002,7.878600000000009,"40,46",2,2,2,2,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"42,34"
424.6690000000002,7.878600000000009,"40,46",2,2,2,2,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"48,07"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"9,55"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"16,63"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"21,45"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"30,45"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"49,95"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"76,63"
292.419,4.092800000000004,"46,53",1,3,1,3,C1(=C(C=C(C=C1C(C)(C)C)CCC(=O)OC)C(C)(C)C)O,"99,37"
